5.12.2014	16:06:04
Pa
Time[s]	Hydrogen	Time[s]	Helium	Time[s]	Water	Time[s]	Oxygen	Time[s]	OH	Time[s]	Nitrogen/Carbonmon
231,004	8,146411E-07	227,569	-7,282013E-09	228,120	1,100792E-06	228,681	9,557215E-08	229,462	3,468132E-07	229,973	8,190414E-08
235,220	8,154135E-07	231,755	-6,953619E-09	232,276	1,102978E-06	232,837	9,572062E-08	233,588	3,476212E-07	234,128	8,247387E-08
239,346	8,166733E-07	235,751	-7,106224E-09	236,502	1,106502E-06	237,023	9,567590E-08	237,774	3,481795E-07	238,294	8,257426E-08
243,322	8,170646E-07	239,887	-5,846541E-09	240,688	1,109319E-06	241,219	9,562395E-08	241,759	3,494214E-07	242,521	8,303642E-08
247,518	8,188011E-07	244,073	-5,675916E-09	244,584	1,116589E-06	245,134	9,696354E-08	245,895	3,520219E-07	246,426	8,340335E-08
251,684	8,200733E-07	248,048	-6,884529E-09	248,800	1,114538E-06	249,340	9,737991E-08	250,101	3,523597E-07	250,612	8,339033E-08
255,659	8,202790E-07	252,194	-7,083959E-09	252,996	1,117881E-06	253,546	9,663330E-08	254,087	3,527412E-07	254,848	8,397633E-08
259,865	8,203193E-07	256,180	-6,058574E-09	256,931	1,120714E-06	257,442	9,665539E-08	258,243	3,506285E-07	258,764	8,245128E-08
263,981	8,196464E-07	260,406	-6,052962E-09	261,157	1,114429E-06	261,668	9,748457E-08	262,449	3,508571E-07	262,960	8,250093E-08
267,987	8,144224E-07	264,532	-5,881512E-09	265,333	1,110529E-06	265,874	9,677192E-08	266,425	3,500722E-07	267,196	8,181170E-08
272,223	8,072186E-07	268,738	-7,349617E-09	269,249	1,106679E-06	270,000	9,680494E-08	270,591	3,474417E-07	271,112	8,158603E-08
276,299	7,984011E-07	272,754	-7,062193E-09	273,505	1,095080E-06	274,016	9,433209E-08	274,767	3,435246E-07	275,278	8,012956E-08
280,275	7,854455E-07	276,860	-7,502983E-09	277,661	1,079182E-06	278,192	9,213245E-08	278,973	3,367312E-07	279,484	7,801922E-08
-	-	281,046	-8,489817E-09	-	-	-	-	-	-	-	-
