Linear Position, Run #1
Time ( s )	Linear Position ( m )
15,0000	4,500E-4
15,0400	3,750E-4
15,0800	3,750E-4
15,1200	4,125E-4
15,1600	4,875E-4
15,2000	6,000E-4
15,2400	7,125E-4
15,2800	7,500E-4
15,3200	7,500E-4
15,3600	6,750E-4
15,4000	5,625E-4
15,4400	4,500E-4
15,4800	4,125E-4
15,5200	3,750E-4
15,5600	4,125E-4
15,6000	4,875E-4
15,6400	6,000E-4
15,6800	6,750E-4
15,7200	7,500E-4
15,7600	7,500E-4
15,8000	6,750E-4
15,8400	6,000E-4
15,8800	4,875E-4
15,9200	4,125E-4
15,9600	3,750E-4
16,0000	4,125E-4
16,0400	4,875E-4
16,0800	5,625E-4
16,1200	6,750E-4
16,1600	7,500E-4
16,2000	7,500E-4
16,2400	7,125E-4
16,2800	6,000E-4
16,3200	4,875E-4
16,3600	4,125E-4
16,4000	3,750E-4
16,4400	4,125E-4
16,4800	4,500E-4
16,5200	5,625E-4
16,5600	6,750E-4
16,6000	7,125E-4
16,6400	7,500E-4
16,6800	7,125E-4
16,7200	6,000E-4
16,7600	4,875E-4
16,8000	4,125E-4
16,8400	3,750E-4
16,8800	3,750E-4
16,9200	4,500E-4
16,9600	5,625E-4
17,0000	6,375E-4
17,0400	7,125E-4
17,0800	7,500E-4
17,1200	7,125E-4
17,1600	6,375E-4
17,2000	5,250E-4
17,2400	4,500E-4
17,2800	3,750E-4
17,3200	3,750E-4
17,3600	4,500E-4
17,4000	5,625E-4
17,4400	6,375E-4
17,4800	7,125E-4
17,5200	7,500E-4
17,5600	7,125E-4
17,6000	6,375E-4
17,6400	5,250E-4
17,6800	4,500E-4
17,7200	3,750E-4
17,7600	3,750E-4
17,8000	4,500E-4
17,8400	5,250E-4
17,8800	6,375E-4
17,9200	7,125E-4
17,9600	7,500E-4
18,0000	7,125E-4
18,0400	6,375E-4
18,0800	5,250E-4
18,1200	4,500E-4
18,1600	4,125E-4
18,2000	3,750E-4
18,2400	4,500E-4
18,2800	5,250E-4
18,3200	6,375E-4
18,3600	7,125E-4
18,4000	7,500E-4
18,4400	7,500E-4
18,4800	6,375E-4
18,5200	5,625E-4
18,5600	4,500E-4
18,6000	4,125E-4
18,6400	3,750E-4
18,6800	4,125E-4
18,7200	4,875E-4
18,7600	6,000E-4
18,8000	6,750E-4
18,8400	7,500E-4
18,8800	7,500E-4
18,9200	6,750E-4
18,9600	5,625E-4
19,0000	4,500E-4
19,0400	4,125E-4
19,0800	4,125E-4
19,1200	4,125E-4
19,1600	4,875E-4
19,2000	6,000E-4
19,2400	6,750E-4
19,2800	7,500E-4
19,3200	7,500E-4
19,3600	6,750E-4
19,4000	5,625E-4
19,4400	4,875E-4
19,4800	4,125E-4
19,5200	3,750E-4
19,5600	4,125E-4
19,6000	4,875E-4
19,6400	6,000E-4
19,6800	6,750E-4
19,7200	7,500E-4
19,7600	7,500E-4
19,8000	7,125E-4
19,8400	6,000E-4
19,8800	4,875E-4
19,9200	3,750E-4
19,9600	3,750E-4
20,0000	3,750E-4
20,0400	4,875E-4
20,0800	5,625E-4
20,1200	6,750E-4
20,1600	7,125E-4
20,2000	7,500E-4
20,2400	7,125E-4
20,2800	6,000E-4
20,3200	4,875E-4
20,3600	4,125E-4
20,4000	3,750E-4
20,4400	3,750E-4
20,4800	4,500E-4
20,5200	5,625E-4
20,5600	6,750E-4
20,6000	7,125E-4
20,6400	7,500E-4
20,6800	7,125E-4
20,7200	6,000E-4
20,7600	4,875E-4
20,8000	4,125E-4
20,8400	3,750E-4
20,8800	3,750E-4
20,9200	4,500E-4
20,9600	5,625E-4
21,0000	6,375E-4
21,0400	7,125E-4
21,0800	7,500E-4
21,1200	7,125E-4
21,1600	6,375E-4
21,2000	5,250E-4
21,2400	4,500E-4
21,2800	3,750E-4
21,3200	3,750E-4
21,3600	4,500E-4
21,4000	5,250E-4
21,4400	6,375E-4
21,4800	7,125E-4
21,5200	7,500E-4
21,5600	7,125E-4
21,6000	6,375E-4
21,6400	5,250E-4
21,6800	4,500E-4
21,7200	3,750E-4
21,7600	3,750E-4
21,8000	4,500E-4
21,8400	5,250E-4
21,8800	6,375E-4
21,9200	7,125E-4
21,9600	7,500E-4
22,0000	7,125E-4
22,0400	6,375E-4
22,0800	5,250E-4
22,1200	4,500E-4
22,1600	3,750E-4
22,2000	3,750E-4
22,2400	4,125E-4
22,2800	5,250E-4
22,3200	6,000E-4
22,3600	7,125E-4
22,4000	7,500E-4
22,4400	7,125E-4
22,4800	6,375E-4
22,5200	5,625E-4
22,5600	4,500E-4
22,6000	4,125E-4
22,6400	3,750E-4
22,6800	4,125E-4
22,7200	4,875E-4
22,7600	6,000E-4
22,8000	7,125E-4
22,8400	7,500E-4
22,8800	7,500E-4
22,9200	6,750E-4
22,9600	5,625E-4
23,0000	4,500E-4
23,0400	4,125E-4
23,0800	3,750E-4
23,1200	4,125E-4
23,1600	4,875E-4
23,2000	6,000E-4
23,2400	6,750E-4
23,2800	7,500E-4
23,3200	7,500E-4
23,3600	6,750E-4
23,4000	5,625E-4
23,4400	4,875E-4
23,4800	4,125E-4
23,5200	3,750E-4
23,5600	4,125E-4
23,6000	4,875E-4
23,6400	6,000E-4
23,6800	6,750E-4
23,7200	7,500E-4
23,7600	7,500E-4
23,8000	6,750E-4
23,8400	6,000E-4
23,8800	4,875E-4
23,9200	4,125E-4
23,9600	3,750E-4
24,0000	4,125E-4
24,0400	4,875E-4
24,0800	5,625E-4
24,1200	6,750E-4
24,1600	7,125E-4
24,2000	7,500E-4
24,2400	6,750E-4
24,2800	6,000E-4
24,3200	4,875E-4
24,3600	4,125E-4
24,4000	3,750E-4
24,4400	3,750E-4
24,4800	4,500E-4
24,5200	5,625E-4
24,5600	6,750E-4
24,6000	7,125E-4
24,6400	7,500E-4
24,6800	7,125E-4
24,7200	6,000E-4
24,7600	4,875E-4
24,8000	4,125E-4
24,8400	3,750E-4
24,8800	3,750E-4
24,9200	4,500E-4
24,9600	5,250E-4
25,0000	6,375E-4
25,0400	7,125E-4
25,0800	7,500E-4
25,1200	7,125E-4
25,1600	6,375E-4
25,2000	5,250E-4
25,2400	4,500E-4
25,2800	3,750E-4
25,3200	3,750E-4
25,3600	4,500E-4
25,4000	5,250E-4
25,4400	6,375E-4
25,4800	7,125E-4
25,5200	7,500E-4
25,5600	7,125E-4
25,6000	6,375E-4
25,6400	5,250E-4
25,6800	4,500E-4
25,7200	3,750E-4
25,7600	3,750E-4
25,8000	4,125E-4
25,8400	5,250E-4
25,8800	6,375E-4
25,9200	7,125E-4
25,9600	7,500E-4
26,0000	7,125E-4
26,0400	6,375E-4
26,0800	5,250E-4
26,1200	4,500E-4
26,1600	3,750E-4
26,2000	3,750E-4
26,2400	4,125E-4
26,2800	5,250E-4
26,3200	6,375E-4
26,3600	7,125E-4
26,4000	7,500E-4
26,4400	7,500E-4
26,4800	6,375E-4
26,5200	5,625E-4
26,5600	4,500E-4
26,6000	3,750E-4
26,6400	3,750E-4
26,6800	4,125E-4
26,7200	4,875E-4
26,7600	6,000E-4
26,8000	7,125E-4
26,8400	7,500E-4
26,8800	7,500E-4
26,9200	6,750E-4
26,9600	5,625E-4
27,0000	4,500E-4
27,0400	4,125E-4
27,0800	3,750E-4
27,1200	4,125E-4
27,1600	4,875E-4
27,2000	6,000E-4
27,2400	6,750E-4
27,2800	7,125E-4
27,3200	7,125E-4
27,3600	6,750E-4
27,4000	5,625E-4
27,4400	4,875E-4
27,4800	4,125E-4
27,5200	4,125E-4
27,5600	4,125E-4
27,6000	4,875E-4
27,6400	5,625E-4
27,6800	6,750E-4
27,7200	7,125E-4
27,7600	7,125E-4
27,8000	6,750E-4
27,8400	6,000E-4
27,8800	4,875E-4
27,9200	4,125E-4
27,9600	4,125E-4
28,0000	4,125E-4
28,0400	4,875E-4
28,0800	5,625E-4
28,1200	6,750E-4
28,1600	7,125E-4
28,2000	7,125E-4
28,2400	6,750E-4
28,2800	6,000E-4
28,3200	4,875E-4
28,3600	4,500E-4
28,4000	4,125E-4
28,4400	4,125E-4
28,4800	4,500E-4
28,5200	5,625E-4
28,5600	6,375E-4
28,6000	7,125E-4
28,6400	7,125E-4
28,6800	7,125E-4
28,7200	6,000E-4
28,7600	5,250E-4
28,8000	4,500E-4
28,8400	4,125E-4
28,8800	3,750E-4
28,9200	4,500E-4
28,9600	5,625E-4
29,0000	6,375E-4
29,0400	7,125E-4
29,0800	7,125E-4
29,1200	7,125E-4
29,1600	6,000E-4
29,2000	5,250E-4
29,2400	4,500E-4
29,2800	4,125E-4
29,3200	4,125E-4
29,3600	4,500E-4
29,4000	5,250E-4
29,4400	6,375E-4
29,4800	7,125E-4
29,5200	7,125E-4
29,5600	7,125E-4
29,6000	6,375E-4
29,6400	5,250E-4
29,6800	4,500E-4
29,7200	4,125E-4
29,7600	4,125E-4
29,8000	4,500E-4
29,8400	5,250E-4
29,8800	6,000E-4
29,9200	6,750E-4
29,9600	7,125E-4
30,0000	7,125E-4
30,0400	6,375E-4
30,0800	5,250E-4
30,1200	4,500E-4
30,1600	4,125E-4
30,2000	4,125E-4
30,2400	4,500E-4
30,2800	4,875E-4
30,3200	6,000E-4
30,3600	6,750E-4
30,4000	7,125E-4
30,4400	7,125E-4
30,4800	6,375E-4
30,5200	5,625E-4
30,5600	4,500E-4
30,6000	4,125E-4
30,6400	4,125E-4
30,6800	4,500E-4
30,7200	4,875E-4
30,7600	6,000E-4
30,8000	6,750E-4
30,8400	7,125E-4
30,8800	7,125E-4
30,9200	6,375E-4
30,9600	5,625E-4
31,0000	4,875E-4
31,0400	4,125E-4
31,0800	4,125E-4
31,1200	4,125E-4
31,1600	4,875E-4
31,2000	6,000E-4
31,2400	6,750E-4
31,2800	7,125E-4
31,3200	7,125E-4
31,3600	6,750E-4
31,4000	5,625E-4
31,4400	4,875E-4
31,4800	4,125E-4
31,5200	4,125E-4
31,5600	4,125E-4
31,6000	4,875E-4
31,6400	5,625E-4
31,6800	6,750E-4
31,7200	7,125E-4
31,7600	7,125E-4
31,8000	6,750E-4
31,8400	6,000E-4
31,8800	4,875E-4
31,9200	4,125E-4
31,9600	4,125E-4
32,0000	4,125E-4
32,0400	4,875E-4
32,0800	5,625E-4
32,1200	6,375E-4
32,1600	7,125E-4
32,2000	7,125E-4
32,2400	6,750E-4
32,2800	6,000E-4
32,3200	4,875E-4
32,3600	4,500E-4
32,4000	4,125E-4
32,4400	4,125E-4
32,4800	4,500E-4
32,5200	5,625E-4
32,5600	6,375E-4
32,6000	7,125E-4
32,6400	7,125E-4
32,6800	6,750E-4
32,7200	6,000E-4
32,7600	5,250E-4
32,8000	4,500E-4
32,8400	4,125E-4
32,8800	4,125E-4
32,9200	4,500E-4
32,9600	5,250E-4
33,0000	6,375E-4
33,0400	7,125E-4
33,0800	7,125E-4
33,1200	7,125E-4
33,1600	6,375E-4
33,2000	5,250E-4
33,2400	4,500E-4
33,2800	4,125E-4
33,3200	4,125E-4
33,3600	4,500E-4
33,4000	5,250E-4
33,4400	6,375E-4
33,4800	6,750E-4
33,5200	7,125E-4
33,5600	7,125E-4
33,6000	6,375E-4
33,6400	5,250E-4
33,6800	4,500E-4
33,7200	4,125E-4
33,7600	4,125E-4
33,8000	4,500E-4
33,8400	5,250E-4
33,8800	6,000E-4
33,9200	6,750E-4
33,9600	7,125E-4
34,0000	7,125E-4
34,0400	6,375E-4
34,0800	5,625E-4
34,1200	4,500E-4
34,1600	4,125E-4
34,2000	4,125E-4
34,2400	4,500E-4
34,2800	5,250E-4
34,3200	6,000E-4
34,3600	6,750E-4
34,4000	7,125E-4
34,4400	7,125E-4
34,4800	6,375E-4
34,5200	5,625E-4
34,5600	4,875E-4
34,6000	4,125E-4
34,6400	4,125E-4
34,6800	4,500E-4
34,7200	4,875E-4
34,7600	6,000E-4
34,8000	6,750E-4
34,8400	7,125E-4
34,8800	7,125E-4
34,9200	6,375E-4
34,9600	5,625E-4
35,0000	4,875E-4
35,0400	4,500E-4
35,0800	4,125E-4
35,1200	4,500E-4
35,1600	4,875E-4
35,2000	5,625E-4
35,2400	6,750E-4
35,2800	7,125E-4
35,3200	7,125E-4
35,3600	6,750E-4
35,4000	6,000E-4
35,4400	4,875E-4
35,4800	4,500E-4
35,5200	4,125E-4
35,5600	4,125E-4
35,6000	4,875E-4
35,6400	5,625E-4
35,6800	6,375E-4
35,7200	7,125E-4
35,7600	7,125E-4
35,8000	6,750E-4
35,8400	6,000E-4
35,8800	4,875E-4
35,9200	4,500E-4
35,9600	4,125E-4
36,0000	4,125E-4
36,0400	4,875E-4
36,0800	5,625E-4
36,1200	6,375E-4
36,1600	7,125E-4
36,2000	7,125E-4
36,2400	6,750E-4
36,2800	6,000E-4
36,3200	5,250E-4
36,3600	4,500E-4
36,4000	4,125E-4
36,4400	4,125E-4
36,4800	4,875E-4
36,5200	5,625E-4
36,5600	6,375E-4
36,6000	6,750E-4
36,6400	7,125E-4
36,6800	6,750E-4
36,7200	6,000E-4
36,7600	5,250E-4
36,8000	4,500E-4
36,8400	4,125E-4
36,8800	4,125E-4
36,9200	4,500E-4
36,9600	5,250E-4
37,0000	6,375E-4
37,0400	6,750E-4
37,0800	7,125E-4
37,1200	6,750E-4
37,1600	6,375E-4
37,2000	5,250E-4
37,2400	4,500E-4
37,2800	4,125E-4
37,3200	4,125E-4
37,3600	4,500E-4
37,4000	5,250E-4
37,4400	6,000E-4
37,4800	6,750E-4
37,5200	7,125E-4
37,5600	6,750E-4
37,6000	6,375E-4
37,6400	5,625E-4
37,6800	4,875E-4
37,7200	4,500E-4
37,7600	4,125E-4
37,8000	4,500E-4
37,8400	5,250E-4
37,8800	6,000E-4
37,9200	6,750E-4
37,9600	7,125E-4
38,0000	7,125E-4
38,0400	6,375E-4
38,0800	5,625E-4
38,1200	4,875E-4
38,1600	4,125E-4
38,2000	4,125E-4
38,2400	4,500E-4
38,2800	4,875E-4
38,3200	6,000E-4
38,3600	6,750E-4
38,4000	7,125E-4
38,4400	7,125E-4
38,4800	6,375E-4
38,5200	5,625E-4
38,5600	4,875E-4
38,6000	4,125E-4
38,6400	4,125E-4
38,6800	4,500E-4
38,7200	4,875E-4
38,7600	6,000E-4
38,8000	6,750E-4
38,8400	7,125E-4
38,8800	7,125E-4
38,9200	6,375E-4
38,9600	6,000E-4
39,0000	4,875E-4
39,0400	4,500E-4
39,0800	4,125E-4
39,1200	4,500E-4
39,1600	4,875E-4
39,2000	5,625E-4
39,2400	6,375E-4
39,2800	7,125E-4
39,3200	7,125E-4
39,3600	6,750E-4
39,4000	6,000E-4
39,4400	4,875E-4
39,4800	4,500E-4
39,5200	4,125E-4
39,5600	4,125E-4
39,6000	4,875E-4
39,6400	5,625E-4
39,6800	6,375E-4
39,7200	7,125E-4
39,7600	7,125E-4
39,8000	6,750E-4
39,8400	6,000E-4
39,8800	5,250E-4
39,9200	4,500E-4
39,9600	4,125E-4
40,0000	4,125E-4
40,0400	4,875E-4
40,0800	5,625E-4
40,1200	6,375E-4
40,1600	7,125E-4
40,2000	7,125E-4
40,2400	6,750E-4
40,2800	6,000E-4
40,3200	5,250E-4
40,3600	4,500E-4
40,4000	4,125E-4
40,4400	4,125E-4
40,4800	4,500E-4
40,5200	5,625E-4
40,5600	6,375E-4
40,6000	7,125E-4
40,6400	7,125E-4
40,6800	6,750E-4
40,7200	6,000E-4
40,7600	5,250E-4
40,8000	4,500E-4
40,8400	4,125E-4
40,8800	4,125E-4
40,9200	4,500E-4
40,9600	5,250E-4
41,0000	6,000E-4
41,0400	6,750E-4
41,0800	7,125E-4
41,1200	7,125E-4
41,1600	6,375E-4
41,2000	5,250E-4
41,2400	4,500E-4
41,2800	4,125E-4
41,3200	4,125E-4
41,3600	4,500E-4
41,4000	5,250E-4
41,4400	6,000E-4
41,4800	6,750E-4
41,5200	7,125E-4
41,5600	7,125E-4
41,6000	6,375E-4
41,6400	5,625E-4
41,6800	4,875E-4
41,7200	4,500E-4
41,7600	4,125E-4
41,8000	4,500E-4
41,8400	5,250E-4
41,8800	6,000E-4
41,9200	6,750E-4
41,9600	7,125E-4
42,0000	7,125E-4
42,0400	6,375E-4
42,0800	5,625E-4
42,1200	4,875E-4
42,1600	4,500E-4
42,2000	4,125E-4
42,2400	4,500E-4
42,2800	5,250E-4
42,3200	6,000E-4
42,3600	6,750E-4
42,4000	7,125E-4
42,4400	7,125E-4
42,4800	6,375E-4
42,5200	5,625E-4
42,5600	4,875E-4
42,6000	4,500E-4
42,6400	4,125E-4
42,6800	4,500E-4
42,7200	4,875E-4
42,7600	6,000E-4
42,8000	6,750E-4
42,8400	7,125E-4
42,8800	7,125E-4
42,9200	6,750E-4
42,9600	5,625E-4
43,0000	4,875E-4
43,0400	4,500E-4
43,0800	4,125E-4
43,1200	4,125E-4
43,1600	4,875E-4
43,2000	5,625E-4
43,2400	6,375E-4
43,2800	7,125E-4
43,3200	7,125E-4
43,3600	6,750E-4
43,4000	6,000E-4
43,4400	4,875E-4
43,4800	4,500E-4
43,5200	4,125E-4
43,5600	4,125E-4
43,6000	4,875E-4
43,6400	5,625E-4
43,6800	6,750E-4
43,7200	7,125E-4
43,7600	7,125E-4
43,8000	6,750E-4
43,8400	6,000E-4
43,8800	4,875E-4
43,9200	4,125E-4
43,9600	3,750E-4
44,0000	4,125E-4
44,0400	4,500E-4
44,0800	5,625E-4
44,1200	6,375E-4
44,1600	7,125E-4
44,2000	7,125E-4
44,2400	6,750E-4
44,2800	6,000E-4
44,3200	5,250E-4
44,3600	4,500E-4
44,4000	4,125E-4
44,4400	4,125E-4
44,4800	4,500E-4
44,5200	5,625E-4
44,5600	6,375E-4
44,6000	7,125E-4
44,6400	7,125E-4
44,6800	7,125E-4
44,7200	6,000E-4
44,7600	5,250E-4
44,8000	4,500E-4
44,8400	4,125E-4
44,8800	4,125E-4
44,9200	4,500E-4
44,9600	5,250E-4
45,0000	6,375E-4
45,0400	7,125E-4
45,0800	7,125E-4
45,1200	7,125E-4
45,1600	6,375E-4
45,2000	5,625E-4
45,2400	4,500E-4
45,2800	4,125E-4
45,3200	4,125E-4
45,3600	4,500E-4
45,4000	5,250E-4
45,4400	6,000E-4
45,4800	6,750E-4
45,5200	7,125E-4
45,5600	7,125E-4
45,6000	6,375E-4
45,6400	5,250E-4
45,6800	4,500E-4
45,7200	4,125E-4
45,7600	4,125E-4
45,8000	4,500E-4
45,8400	5,250E-4
45,8800	6,000E-4
45,9200	6,750E-4
45,9600	7,125E-4
46,0000	7,125E-4
46,0400	6,375E-4
46,0800	5,625E-4
46,1200	4,500E-4
46,1600	4,125E-4
46,2000	4,125E-4
46,2400	4,125E-4
46,2800	4,875E-4
46,3200	6,000E-4
46,3600	6,750E-4
46,4000	7,125E-4
46,4400	7,125E-4
